"FieldName","ClassName","ModelClass","LineContent","LineNo","FilePath","RepoName"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> ctx.request().transaction().airline().itinerary().legs( 2 ).carrierCode()),","119","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> ctx.request().transaction().airline().itinerary().legs( 3 ).carrierCode()),","125","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> fareBasis( ctx.request().transaction().airline().itinerary().legs( 0 ).fareBasis() )),","131","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> fareBasis( ctx.request().transaction().airline().itinerary().legs( 1 ).fareBasis() )),","137","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> fareBasis( ctx.request().transaction().airline().itinerary().legs( 2 ).fareBasis() )),","143","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx -> fareBasis( ctx.request().transaction().airline().itinerary().legs( 3 ).fareBasis() )),","149","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.transactiontype","TransactionAirlineAddendumRecord","Transaction","ctx -> documentType( ctx.request().transaction().transactionType() )),","155","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 0 ).departureDate() )),","162","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline","TransactionAirlineAddendumRecord","Transaction","ctx -> ticketIdentifier( ctx.request().transaction().airline() )),","169","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.totalfare","TransactionAirlineAddendumRecord","Ticket","ctx -> Optional.ofNullable( ctx.request().transaction().airline().ticket().totalFare() )","174","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.transactiontype","TransactionAirlineAddendumRecord","Airline","ctx -> airlineTransactionType( ctx.request().transaction().airline().transactionType() )),","180","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.bookingreference","TransactionAirlineAddendumRecord","Airline","ctx -> recordLocator( ctx.request().transaction().airline().bookingReference() )),","185","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.issue","TransactionAirlineAddendumRecord","Ticket","ctx -> placeOfIssue( ctx.request().transaction().airline().ticket().issue() )),","191","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.issue.carrieraccountingcode","TransactionAirlineAddendumRecord","Issue","ctx -> ctx.request().transaction().airline().ticket().issue().carrierAccountingCode()),","196","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 0 ).travelClass() )),","203","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 1 ).travelClass() )),","210","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 2 ).travelClass() )),","217","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 3 ).travelClass() )),","224","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 0 ).departureDate() )),","231","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 1 ).departureDate() )),","238","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 2 ).departureDate() )),","245","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 3 ).departureDate() )),","252","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 0 ).flightNumber() )),","260","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 1 ).flightNumber() )),","267","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 2 ).flightNumber() )),","274","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 3 ).flightNumber() )),","281","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 0 ).departureTime() )),","289","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 1 ).departureTime() )),","296","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 2 ).departureTime() )),","303","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","TransactionAirlineAddendumRecord","Itinerary","ctx.request().transaction().airline().itinerary().legs( 3 ).departureTime() )),","310","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.restricted","TransactionAirlineAddendumRecord","Ticket","ctx -> restrictedTicket( ctx.request().transaction().airline().ticket().restricted() )),","316","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.eticket","TransactionAirlineAddendumRecord","Ticket","ctx -> Boolean.TRUE.equals( ctx.request().transaction().airline().ticket().eTicket() ) ? ""E""","326","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.transactiontype","TransactionAirlineAddendumRecord","Airline","ctx -> ticketChangeIndicator( ctx.request().transaction().airline().transactionType() )),","345","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.meta.synthetic","TransactionAirlineAddendumRecord","Airline","ctx -> !ctx.request().transaction().airline().meta.synthetic() );","389","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.passengers.firstname","TransactionAirlineAddendumRecord","Passengers","String firstName = passengers.firstName();","399","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.passengers.lastname","TransactionAirlineAddendumRecord","Passengers","String lastName = passengers.lastName();","400","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.ticketnumber","TransactionAirlineAddendumRecord","Ticket","return Optional.ofNullable( airline.ticket().ticketNumber() )","422","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.bookingreference","TransactionAirlineAddendumRecord","Airline",".orElse( airline.bookingReference().substring( 0,","424","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.bookingreference","TransactionAirlineAddendumRecord","Airline","Math.min( airline.bookingReference().length(), 14 ) ) );","425","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.transactiontype","TransactionAirlineAddendumRecord","Transaction","private static String documentType( Transaction.TransactionType transactionType ) {","447","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.transactiontype","TransactionAirlineAddendumRecord","Airline","private static String airlineTransactionType( Airline.TransactionType transactionType ) {","462","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.issue.city","TransactionAirlineAddendumRecord","Issue","String city = Optional.ofNullable( issue.city() )","480","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.ticket.issue.country","TransactionAirlineAddendumRecord","Issue","String country = Optional.ofNullable( issue.country() )","484","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"transaction.airline.transactiontype","TransactionAirlineAddendumRecord","Airline","private static String ticketChangeIndicator( Airline.TransactionType transactionType ) {","503","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionAirlineAddendumRecord.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship.acquirermerchantid","TransactionBatchHeader","MerchantAcquirerRelationship","ctx -> ctx.request().merchantContext().merchantAcquirerRelationship().acquirerMerchantId()),","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"transaction.invoicedata.invoicenumber","TransactionBatchHeader","InvoiceData","ctx -> ctx.request().transaction().invoiceData().invoiceNumber()),","43","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"transaction.currencycode","TransactionBatchHeader","Transaction","Currency.getInstance( ctx.request().transaction().currencyCode() ).getNumericCode() )),","50","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship.acquirermerchantid","TransactionBatchHeader","MerchantAcquirerRelationship","ctx.request().merchantContext().merchantAcquirerRelationship().acquirerMerchantId() )),","57","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"transaction.currencycode","TransactionBatchHeader","Transaction","Currency.getInstance( ctx.request().transaction().currencyCode() ).getNumericCode() )),","63","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"merchantcontext.merchant.name","TransactionBatchHeader","Merchant","MERCHANT_NAME (77, 96, ctx -> ctx.request().merchantContext().merchant().name()),","64","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"transaction.invoicedata.customerorderdate","TransactionBatchHeader","InvoiceData","if ( StringUtils.isNotEmpty( ctx.request().transaction().invoiceData().customerOrderDate() ) ) {","113","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"transaction.invoicedata.customerorderdate.substring","TransactionBatchHeader","InvoiceData","return ctx.request().transaction().invoiceData().customerOrderDate().substring( 2 );","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchHeader.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship.acquirermerchantid","TransactionBatchTrailer","MerchantAcquirerRelationship","ctx -> ctx.request().merchantContext().merchantAcquirerRelationship().acquirerMerchantId()),","37","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\TransactionBatchTrailer.java","acqelavons2aservice"
"transaction.currencycode","ElavonBatch","Transaction","this.batchCurrencyCode = ctx.request().transaction().currencyCode();","43","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatch.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship","ElavonBatch","MerchantContext","this.batchMerchantId = ctx.request().merchantContext().merchantAcquirerRelationship()","44","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatch.java","acqelavons2aservice"
"transaction.currencycode","ElavonBatch","Transaction",".equals( elavonSettleTransactionContext.request().transaction().currencyCode() )","66","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatch.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship.acquirermerchantid","ElavonBatch","MerchantAcquirerRelationship",".merchantAcquirerRelationship().acquirerMerchantId() );","68","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatch.java","acqelavons2aservice"
"transaction.currencycode","ElavonBatchedTransactions","Transaction","elavonTransactionContext.request().transaction().currencyCode(),","58","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatchedTransactions.java","acqelavons2aservice"
"transaction.amount","ElavonBatchedTransactions","Transaction","String.valueOf( elavonTransactionContext.request().transaction().amount() ) );","59","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatchedTransactions.java","acqelavons2aservice"
"transaction.amount","ElavonBatchedTransactions","Transaction",".addToBssCreditAmount( elavonTransactionContext.request().transaction().amount() );","64","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatchedTransactions.java","acqelavons2aservice"
"transaction.amount","ElavonBatchedTransactions","Transaction",".addToBssDebitAmount( elavonTransactionContext.request().transaction().amount() );","70","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\group\ElavonBatchedTransactions.java","acqelavons2aservice"
"transaction.associatedtransaction.transactionreceipt","ElavonPredicates","AssociatedTransaction","tx.request().transaction().associatedTransaction().transactionReceipt() != null),","25","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.acquirertransactionid","ElavonPredicates","Transaction","ctx -> StringUtils.isNotBlank( ctx.request().transaction().acquirerTransactionId() )),","28","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.associatedtransaction.acquirertransactionid","ElavonPredicates","AssociatedTransaction","ctx.request().transaction().associatedTransaction().acquirerTransactionId() )),","32","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.transactiontype","ElavonPredicates","Transaction","IS_REFUND_TRANSACTION (ctx -> REFUND.equals( ctx.request().transaction().transactionType() )),","34","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.credentialonfile","ElavonPredicates","Transaction","ctx -> STORED.equals( ctx.request().transaction().credentialOnFile() )),","37","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.transactionfrequency","ElavonPredicates","Transaction",".contains( ctx.request().transaction().transactionFrequency() )),","41","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.walletprovider","ElavonPredicates","Transaction",".contains( ctx.request().transaction().walletProvider() )),","45","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.transactionsource","ElavonPredicates","Transaction","ctx -> INTERNET.equals( ctx.request().transaction().transactionSource() ));","48","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\ElavonPredicates.java","acqelavons2aservice"
"transaction.cardtype","SettlementValuesProvider","Transaction","protected Transaction.CardType cardType;","44","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.cardtype","SettlementValuesProvider","Transaction","switch ( elavonCtx.request().transaction().cardType() ) {","56","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.cardtype","SettlementValuesProvider","Transaction","this.cardType = elavonCtx.request().transaction().cardType();","80","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.transactionsource","SettlementValuesProvider","Transaction","Transaction.TransactionSource source = elavonCtx.request().transaction().transactionSource();","89","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.transactionsource","SettlementValuesProvider","Transaction","EnumSet<Transaction.TransactionSource> transactionSource = EnumSet.of( INTERNET, MAIL_ORDER,","90","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.transactionfrequency","SettlementValuesProvider","Transaction",".transaction().transactionFrequency() == RECURRING;","103","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.transactionsource","SettlementValuesProvider","Transaction","Transaction.TransactionSource transactionSourceWithAgreementData = t","167","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
"transaction.agreementdata.firsttransactionofagreement.transactionsource","SettlementValuesProvider","FirstTransactionOfAgreement",".firstTransactionOfAgreement().transactionSource();","170","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\util\SettlementValuesProvider.java","acqelavons2aservice"
